Stories,Category
"
                    I be struggling for a long time. I am on medication but I feel like that
stop working. Each day is the same. It's wrose at night and when I wake
up in the middle of the night. I just can't deal with nightmares any
more. Life seem so pointless right now. I'm trying so hard to be safe
but I can't go on each day feeling horrible. Child abuse fk me up big
time. I don't even feel like I'm worth anything no more. I'm waiting to
see a psychologist and my phych. But feel that won't help me. I'm not
good at face to face things.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    By best friend thinks I’m a bitch. It hurts because I thought she knew
me better, she knows everything about me, family issues, depression,
etc. I’ve always expressed my love for her, to make it known that I
appreciate her, yet one day she just started excluding me to hang out
with this other girl, this other girl’s really nice and I hold no
resentment towards her nor to my best friend, because people grow apart.
I knew I still wanted her in my life, but I also knew I had to stop
diluting myself into thinking that I was her best friend anymore, so I
distanced myself, got closer to other people. She started acting weird
so I reached out and asked if everything was okay, it wasn’t, she was
mad at me. I asked why and she said I was being a bitch toward her, I
explained my feelings and she boiled it down to “you can’t act like that
because I’m not choosing you enough” that hurt. To have all your
feelings boiled down to something seemingly so petty, it made me
question myself, was I being a bitch? Am I overreacting? It’s still hard
to answer those because I love her and empathise with her point of view.
She told me she needed a break from our friendship. That hurt as well.
Thinking back on all those memories, it seemed like she threw it away so
easily. She hasn’t spoken to me since, I respect her boundaries and
haven’t engaged in any conversation either. But part of me is mad, so so
SO mad, mad that she excluded me then had the audacity to call us a trio
(a trio where 2 people hang out on a weekend and never invite the third
apparently), I just wanted some empathy and understanding from her. I
love her of course but part of me wishes she’d falls down the stairs or
something. I feel like absolute shit, I’ve started self harming again, I
called lifeline for the first time ever because I had no one else to
turn too. The worst part is I feel like a bad person, whether I was
being a bitch or not I feel like one for wishing bad things on her. It’s
hard.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Safety planning involves creating a structured plan – ideally with
support from your health professional or someone you trust – that you
work through when you’re experiencing suicidal thoughts, feelings,
distress or crisis. Your safety plan starts with things you can do by
yourself, such as thinking about your reasons to live and distracting
yourself with enjoyable activities. It then moves on to coping
strategies and people you can contact for support – your friends, family
and health professionals. The safety planning model was developed in the
US by suicide prevention experts Barbara Stanley and Gregory Brown. It
has been used extensively by US veterans’ health organisations, hospital
emergency departments and high schools, and there is strong evidence
that it works. Many health professionals in Australia also use some form
of safety planning to support clients experiencing suicidal thoughts or
feelings, or after a suicide attempt. beyondblue has an app you can use
to create a safety plan, called BeyondNow. The BeyondNow app takes the
principles of safety planning and makes it even easier to use – so
rather than carrying around a piece of paper, you’ve got it on your
phone at all times. It’s free to download from the Apple Store or Google
Play. If you don’t have a smartphone or would prefer to use your desktop
or laptop, BeyondNow is also available to use on our website. Do you
have a safety plan? Do you have questions around how you might create
one, or fill out some of the sections? This thread is for discussing
ideas around creating a safety plan, and sharing tips about what has
been most useful about this process for you. Below are two videos
featuring Peter and Nic, who have both used safety plans successfully.
Peter Nic
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Life gets pretty hard sometimes and many people in this online community
have had times where they have thought about hurting themselves or
ending their life. This can be a stressful and at times overwhelming
experience, and this section is here to help members who have had these
experiences. This is a place to share where you are at, seek ideas for
help and know that you are not alone. We are here to create a safe
environment for everyone. Please do not provide any details about any
plans/ideas that you may have had to hurt yourself, and importantly,
help us to understand if you are safe by letting us know in the post.
Making comments that let us know that you are having thoughts, but are
safe, helps us to know that your conversation can continue without
interruption, and that we do not need to put any further follow up for
you in place. This section will not be for everyone.It shows posts from
people who are distressed, offers public replies to these posts, and
encourages people to come back and share how they got past that
difficult point in time - what worked, what didn’t and how they now
approach these difficult thoughts. It is important to think about what
you want from the forums, what information you need and what threads
will be helpful to your situation, rather than reading everything that
is posted. For some people this section might be difficult to read – if
it is not helping how you feel, then please consider moving to another
section. This section, like the rest of our forums, is closely monitored
and all posts are reviewed by moderators before publication. Moderators
will also ensure that anyone needing follow up will be provided with
information about how to access further support. ​This section remains a
discussion forum focused on helping each other through the dark times,
it is not a crisis support service. Any posts that do not abide by the
community rules will not be published. Unlike other areas of the forum,
threads in this section will be closed after a period of one month of
inactivity. If you are in crisis or need immediate help, assistance is
not available via these forums. Please call Suicide Call Back 1300 659
467, Lifeline 13 11 14 or contact emergency services on 000.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    My mum survived bladder cancer the last few years. Now she has a bowel
test (colonoscopy) coming up in a month and she is so down she keeps
wishing she was dead. She's sick of the medical tests, the fears, the
lack of support from family members that she keeps telling me she is
just fed up with this world. How does one cope with this level of
depression? She refuses all counseling, support from GP, etc. It just
feels like she's spitting in my face considering how much I've supported
her these last few years. It's very hard to cope with
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Hi and thank you to anyone who is reading this. I am 26 and I suffer
from Bipolar 2. I was diagnosed almost 3 years ago and I don't cope any
better now than I did back then. I am definitely self aware now and no
where near as reckless and chaotic when I am in my highs but none have
been as crazy as before I was diagnosed and medicated. My lows however
are just as bad as they were the first time. I feel and think the worst
and find it really hard to stay positive and I guess look for the light
at the end of the tunnel. The thought of passing away is more ideal than
it is scary. The best way to explain it would be that I dont care if I
died. I know thats not the right way to feel but its so hard not to
think that way and just know that it would stop all the pain and just
crappy feeling. I struggle to let out how bad I am mentally because I
dont want the people around me to look after me anymore than they
already do (Mum, Friends and Girlfriend). I visit my therapist pretty
much fortnightly which is a big help but even her I cant tell her how
much I think negative thoughts. I am embarrassed that I do feel this
way. I message lifeline in the night sometimes to just kind of let it
all out when I cant which I do feel helps a bit and because I dont know
who is on the other end I dont feel bad for putting all my stuff onto
somebody else. I guess this is kinda what I am doing here. so thank you
so much to anyone who does read this. I just really need help as to how
to completly open up to my therapist and the ones who care about me and
tell them how bad I really am doing. I just need help and feel helpless.
Thanks and I am sorry if this doesnt make sense. M
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Anyone else just felt like every work place they have been in there's
always been that one person that just doesn't act their pay grade and
start acting up and drama with you for no reason... Even though you know
your a good hard worker. I am friendly kind all of it really and always
seem to deal with that one smug girl that just doesn't like me for
whatever reason and I'm over it. I told myself next time I'm going to
lose it completely next person that try's to act up on me again cause
I'm done legit.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Just to be clear I don't intend to leave the planet any time soon and
I'm confident that I will stay that way. I am what happens when someone
completely and utterly gives up, but stays. I was pushed past the limit
nearly a decade ago. I've never attempted to shuffle off this mortal
coil, but it's not because I wanted to stay. I don't believe in an
afterlife. I know that the time here is all I have, and I'll have it
all, but everything hurts. Plus, when I feel like the world wants me
gone, staying is how I spite the world. I had depression for 8 years.
I'm 24. My mum, brother and sister physically attacked me, constantly,
until my early teenage years. I was the youngest sibling. The violence
only stopped when I grew big enough that attacking me was now dangerous
if I chose to retaliate. And I could write a novel on the psychological
damage they inflicted on me. I've been alone for most of my life. Fun
fact, no matter how strong the friendship, EVERYONE you know is capable
of flipping a switch in their head and immediately seeing you as the
lowest form of scum. Even when they ADMIT the other person is the
problem, their actions treat you as the problem. Unless you've seen
someone make a VERY difficult choice, then I promise you, you don't know
them. Not even slightly. They are a complete stranger to you. Don't
believe me? That's fine. You'll learn the same way I did. Give it time.
Due to the above and more, I am dead inside. The only way to stop the
agony is to force myself to feel nothing (mostly works). It made the
depression stop, but it killed almost everything I am emotionally. And
the effort of holding down whatever's left just makes me extremely
stressed all the time. Through sheer will I have enough control these
days to usually prevent panic attacks, but dizzy spells are becoming
more common at work. And when I can't hold it down, I self harm.
Punishing myself makes things make sense. Surely I wouldn't have been
hurt so many times by so many different people unless I deserved it...
right? Rationally I know that's not true. But that lie dulls the pain
inside when it's too much. Hope is a poison and I will never trust
anyone. Never again. So what do I have when my love and hope are dead?
Pain. The only thing strong enough to give me the will to live (and not
just stop eating) and the will to understand this world, is pain. I hate
it, but it's true. Surely someone else who knows what this feels like?
Or am I truly alone?
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    ive been off work for almost 2 months after having a breakdown due to
medication stopping working/ toxic work environment. i was becoming
increasingly suicidal while at work until i got to a point where it was
becoming a real possibility for the first time in years. after a month
or so of time off i started feeling a lot better again but now that its
coming time to actually return to work due to not being able to afford
food rent etc im back to exactly where i was. i cant seem to get any
help from my gp or psychologist about it, keep being told that work
usually helps when you are feeling depressed/suicidal as it can give you
purpose despite me telling them time and time again that in my
experience it does the total opposite. anyway what im asking is how can
i try and access some kind of monetary mental health support without
having a gp involved as this is the final straw for my faith in them.
does such a thing even exist?
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    I’d love to hear other people’s thoughts on how they have dealt with
addictions. I’m a smoker and drinker. I find it very hard to avoid both.
I know smoking is bad but feel it helps me calm. The drinking is worse
in my cause I use it to become numb to feelings and numb myself when
overwhelmed but I usually just spiral out of control when I drink and
become more depressed and suicidal then I already am. any tips would be
appreciated. I am safe look forward to hearing some input.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    I can't do this stupid life anymore. I just need to write this out.
Because sometimes it has helped me on the past. Just to shout it out on
words. I HATE THIS.. LIFE. The pain keeps happening over and over again.
I cannot deal with it. Tears are in my eyes, frustration, aloneness,
maybe bitterness, I hate that emotion. Just go in the name of Jesus. I
forgive him. It hurts, please heal me. Where does my help come from. The
maker of heaven and earth. I hurt Father God. I hurt.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Recently I have separated with my wife of 17 years, she kicked me out of
our house and in 3 weeks I've only been able to see the kids for 1 hr.
By the way I have severe depression. I can't keep friends because of my
self-esteem and negativity so no friends. My mum also has depression and
we are not super close but I have to stay at her house because I
couldn’t sleep in the car any longer. I sit alone in my car or spend
hours kicking the soccer ball at the local pitch because I'm making my
mum really depressed (unintentionally) if I spend to much time with her
and the only other family member I have communication with is my sister
who lives pretty far away and only recently started to form a
relationship but we are total opposites and can't talk to her about
these kind of things. Anyway every night when I get back from work I
have to find somewhere to go and avoid being seen by my wife and her
parents or they get angry and the parents never liked my anyway. I still
love my wife and miss the kids so much. I am really struggling with the
loneliness and my wife has told me a couple of times after we planned
when I could see the kids that for whatever reason the kids can't make
it. So the only thing I have to look forward to keeps getting taken away
and because of my depression and anxiety I think she is lying and I make
things worse. Currently on meds and seeing a psychologist, new to both,
and I know they take time to help with my issues but I am really
struggling to think of anything to give me some kind of hope in the
short term and just have over bearing thoughts of self pity and
loneliness with out hope. I'm having some thoughts about how I could end
it all with out pain and suffering and no chance to get it wrong. I'm
pretty sure I won't act upon these thoughts but the way I am and the way
things are going I'm not so sure I'll feel the same if I keep feeling
this way and I can get stop feeling so alone. I do social soccer once a
week and it helps for 1hr then more loneliness for the rest of the week.
There's more to my negative life but this is my main issue right now.
Any advice or some thoughts of how I can overcome this loneliness and
give me some kind of hope might be life saving. If anyone reads this and
reponds thanks, I may not want to accept anyone's reply but just doing
so helps to easy the pain and know someone cares somewhere.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    I am 26 years of age. I was diagnosed with Delusional Disorder -
Schizophrenia at age 22.5. Mentally, I am on the decline. I have noticed
that I am not longer as intelligent and as capable of the things that I
previously was capable of doing, such as assignments for adult school.
It has always been a dream of mine to get my certificate of education,
but that dream is slowly slipping out of my hands. I was bullied
relentlessly in mainstream high school over my physical appearance, and
it got to the point where I had no choice but to quit mainstream school
altogether. The teachers and leadership did completely and utterly
nothing about the bullying that I copped from Year 8 to Year 12. I was
an A and B student who used to be very studious. I was the 'perfect
student,' as so a few teachers had labelled me as. I couldn't do it all
anymore - I felt too much pressure to be perfect all the time, and being
hard on myself never helped either. I slowly became a D, E and NA
student. Going back to adult school, I started off pretty well. I went
back up to being an A student again. Then, I met a completely and
utterly awful individual who led me on romantically. He had an ex-wife
on the side who dictated who he could and couldn't date, let alone speak
to. Quite frankly, I believe this man was in a DV relationship with this
woman, and I felt that he was too scared to expose her. He told me
bluntly that, 'whatever medication that I had been taking clearly wasn't
working,' 'I had more issues than previously thought,' 'you're not very
clever,' and he then curled his hands into fists and screamed the word,
'RETARD' in my face. I could be wrong, but I feel that he was being
coached into saying these things. I wanted to cry, because I used to be
very attracted to the man. Well, not anymore. Someone else has come
along and I am not even going to bother with this man because I will
reject him if he dare comes up to me and asks me out on a date. Why
should a delusional, nutcase, schizophrenic with no future ahead of her
go out on a date with a good looking man with a good career? Exactly.
Going back to my health, I am now having problems with my breathing. I
have done some research on this, and COPD is a symptom of Schizophrenia.
I cannot breathe at full capacity anymore. I also always feel dizzy and
sleepy. The Centrelink worker wants me to test my eligibility for the
Disability Support Pension, as I am mentally unfit to work. Why can't I
be normal? And don't tell me that there is no such thing as normal,
because there is.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Does anyone else's mum get over agitated really easily for the slightest
things and then treats me like the best thing in the world?..My mum and
my dad don't live together, I live with my mum and my dad lives in a
apartment a while away from my house.He works a job and my mum doesn'tHe
also pays for his and our houses rent.Sometimes he picks me up from
school and takes me to my house [my mums]She usually is very pissed off
when I get homeSo that's when my dad tries to act like the better
person.I don't trust him, in his past he's been rather.. weird, with
kids.Especially his friend too I usually have to nurse my mum because
she has a defibrillator and many issues with her heart which takes her
to hospital alot..It's tiring.She wants me to speak more but I can't,
she wants me to go to school but I can't breathe there.She makes me feel
like a horrible person for not doing things I don't want to.I know she
tries really hard but she's mentally killing me to the point I have no
personality in real life anymore,If she dies ill have nowhere to
stay.Court is getting involved for my absence at school, I hate it so
muchI only have a friend but I'm their backup.I hate this lol
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Safety planning involves creating a structured plan – ideally with
support from your health professional or someone you trust – that you
work through when you’re experiencing suicidal thoughts, feelings,
distress or crisis. Your safety plan starts with things you can do by
yourself, such as thinking about your reasons to live and distracting
yourself with enjoyable activities. It then moves on to coping
strategies and people you can contact for support – your friends, family
and health professionals. The safety planning model was developed in the
US by suicide prevention experts Barbara Stanley and Gregory Brown. It
has been used extensively by US veterans’ health organisations, hospital
emergency departments and high schools, and there is strong evidence
that it works. Many health professionals in Australia also use some form
of safety planning to support clients experiencing suicidal thoughts or
feelings, or after a suicide attempt. beyondblue has an app you can use
to create a safety plan, called BeyondNow. The BeyondNow app takes the
principles of safety planning and makes it even easier to use – so
rather than carrying around a piece of paper, you’ve got it on your
phone at all times. It’s free to download from the Apple Store or Google
Play. If you don’t have a smartphone or would prefer to use your desktop
or laptop, BeyondNow is also available to use on our website. Do you
have a safety plan? Do you have questions around how you might create
one, or fill out some of the sections? This thread is for discussing
ideas around creating a safety plan, and sharing tips about what has
been most useful about this process for you. Below are two videos
featuring Peter and Nic, who have both used safety plans successfully.
Peter Nic
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Life gets pretty hard sometimes and many people in this online community
have had times where they have thought about hurting themselves or
ending their life. This can be a stressful and at times overwhelming
experience, and this section is here to help members who have had these
experiences. This is a place to share where you are at, seek ideas for
help and know that you are not alone. We are here to create a safe
environment for everyone. Please do not provide any details about any
plans/ideas that you may have had to hurt yourself, and importantly,
help us to understand if you are safe by letting us know in the post.
Making comments that let us know that you are having thoughts, but are
safe, helps us to know that your conversation can continue without
interruption, and that we do not need to put any further follow up for
you in place. This section will not be for everyone.It shows posts from
people who are distressed, offers public replies to these posts, and
encourages people to come back and share how they got past that
difficult point in time - what worked, what didn’t and how they now
approach these difficult thoughts. It is important to think about what
you want from the forums, what information you need and what threads
will be helpful to your situation, rather than reading everything that
is posted. For some people this section might be difficult to read – if
it is not helping how you feel, then please consider moving to another
section. This section, like the rest of our forums, is closely monitored
and all posts are reviewed by moderators before publication. Moderators
will also ensure that anyone needing follow up will be provided with
information about how to access further support. ​This section remains a
discussion forum focused on helping each other through the dark times,
it is not a crisis support service. Any posts that do not abide by the
community rules will not be published. Unlike other areas of the forum,
threads in this section will be closed after a period of one month of
inactivity. If you are in crisis or need immediate help, assistance is
not available via these forums. Please call Suicide Call Back 1300 659
467, Lifeline 13 11 14 or contact emergency services on 000.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Hello in a dark place with dark thoughts had cat team on Saturday
they’re not understanding I’m in a dark place very much appreciate your
help and support thankyou in advance cheers deputy coroner
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    I just recently moved back into my mums house because I couldn’t afford
to continue renting while at uni. I had to move back into the room that
my sister was staying in, because she said she wanted to move rooms
anyway. My plan was to move all my stuff before uni started so I wasn’t
trying to do two things at once. I had given my sister over a week to
find a new bed and get it delivered or I would pick it up for her. She
continued to complain about every single bed I put forward. So I ended
up moving her stuff into the front room and shifted my stuff into my
room. This obviously really frustrated her, because now she was without
a bed. But take into consideration that I (countless times) offered up
solutions and she turned every single one down. So after being at my
mums for around 2 days, I was cleaning up after dinner and my sister
yelled at me, “I hope you get off your meds (antidepressants) and kill
yourself”. This was because I put one of her cups into the dishwasher
without asking her first. I didn’t really confront her about what she
said, I just let her sit in the silence after she said it. I found this
horrifying, because out of all the people to say something like this to
me, she would be the last person I expected. She, herself, has had
issues with suicidal ideation and actually tried to commit while in high
school. So this comment from her really shook me to my core. i still
haven’t confronted her about what she said, because i truthfully have no
idea how to react. I am really upset, and this comment has made me feel
unloved and unappreciated in my own home. Has anyone experienced this?
Or does anyone have advice? stella
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    My head is so sore. How do you turn bad thoughts into good ones? Is it
ever going to be possible to not think about sh? I’ve only ever been
able to stop myself a few times but it just plays in my mind on my
darkest days.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    I feel like I don’t want to live in this life anymore
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Hi, I am in a situation where I am having trouble coming to an
appropriate decision.My mum is particularly nasty and has narcissistic
tendencies. I feel that her negative behaviours and her predisposition
to make situations about her seem more apparent as time goes on, since
she bought us the property. She was very difficult to be around when I
lived with her and it was detrimental to my wellbeing, but at the moment
I definitely feel happier when I haven’t had much contact with her for a
while.My mum owns the property I live in. I didn’t want her to buy my
sister and I a property but she insisted and often complains about
sacrificing money for the property, saying that she could have kept it
herself, she wants the money back, most parents don’t do this for their
kids and that her mum didn’t help her get a property and blew her money
instead. She will not sell until she feels she will get a good deal on
the property. I am lost about what to do. I want to go no-contact with
my mum. I don’t necessarily have the means to save to purchase my own
property yet since a lot of money has been going towards her and the
property. I find that being around her tends to be unpleasant and she
often invalidates my struggles and makes it about herself.I feel that I
need to be prepared to not receive any money after the property is sold
anyway because my mum as the owner gets to decide where the money goes,
so I don’t want to be in contact with her for the money as it’s not my
priority, I just know that there is going to have to be interaction as a
renter and I don’t want things to get awkward or tense. Also, renting
elsewhere may not be feasible if rent could increase at anytime to the
point where it’s almost impossible to pay, especially as I wouldn’t be
living with other people. I think that I could save for a deposit, but
it would take a while and I don’t want to be abused for much longer.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    I am at the point where I don’t think I am useful anymore. The aneurysm
has destroyed my memory, both short and long term. I am treated like an
idiot. I am constantly being asked if I understand or being told I am
not communicating properly or repeatedly asking the same questions. I
don’t think I can do this anymore. I wish this stupid aneurysm had just
killed me. No one understands.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Hey! I’ve got a bit of a complicated situation that I could use some
support I guess on? I’m trans and have been on T for seven months now
and finally got my legal name change, which was a bit of a challenge due
to me living in Australia but being born in the uk. I’m still a minor so
that makes the process even harder. I still am unable to change my legal
sex due to having a uk birth certificate. At the end of this year my
parents and I are going to east Africa. Tanzania, Uganda and Kenya (we
were supposed to go to Ethiopia too but that’s obviously not going to
happen given the situation there). It’s sort of a graduation trip for me
and a trip my dad has been meaning to take given he was born in Kenya
and hasn’t been back since he moved at 5. Anyway I bit of a ramble but
it’s a very meaningful trip and I’ve been really looking forward to it.
However, it’s east Africa and I’m trans. My parents say for my safety I
have to basically live as a girl while I’m there. They’re going to use
they/ them pronouns and people around us will treat me as a girl because
my mum is afraid of complications that if they don’t and people see my
passport with the big ass F on it, my safety will be compromised. I
understand the situation and the safety aspect but at the same time I’m
so angry and sad and frustrated. I finally thought I was done hiding
that now I’m out and on T things would finally be okay and I could be
myself. I want to travel, it’s my one dream and I’m so enraged by how
being trans has limited so much of my life already, I’m only 16, I’ve
wasted at least 5 years in confusion and a false sense of belonging. I
don’t know what to do, I’m definitely going and I wouldn’t change that
for the world but I don’t want to fall back into a cycle of constant
dysphoria and unhealthy coping mechanisms. I’m 50 days clean and the
best I’ve been in years but the thought of having to hide away again and
pretend is really setting me back mentally. I don’t know what to
do.Sorry for this ramble I’m just a bit of a mess over this
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Hi, I had used to have gay thoughts since around 1 or 2 years back for a
period of time, however I tried to overcome those thoughts by praying to
buddha daily, as I am a Buddhist. Even though I managed to overcome
them, there was this thought that I ever had for a few days, which
indicates that I am destined to be gay. I don't even understand why I
had this thought even though I know that I am not gay, as I had tried to
experiment myself before. It had triggered my panic attacks, as I had
suffered since last year November, when I was preparing for my
university exams, and my panic attack has been there for me ever since.
I even considered seeing a psychologist as I felt that I could not take
it anymore. My panic attack was partly due to stress and it has affected
my social and daily life, as I had suffered from panic attacks now and
then. I ever tried to counter those stress by taking deep breaths and
pray to buddha about it, but it's just that this so-called thought
(destined gay thoughts) was the final turning point that had triggered
my panic attacks, which made me unable to take it anymore, as I tend to
worry a lot unnecessarily. To be honest, I can’t stand being gay now and
then I thought of telling my friend and family about this story, but I
was afraid of being discriminated as they may get the wrong idea. I was
wondering whether it is true that I am destined to be gay. I hope
someone can enlighten me on this please.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    I've been depressed since I was about 8 years old, officially diagnosed
at 12 and it never went away I'm 22 now. I suffered from abuse during my
childhood and grew up in an unstable and unsupportive household from
both parents, won't go into too much detail as it's uncomfortable to
think about. I don't know, I'm just tired of feeling numb and empty. I
dissociate and feel like I live outside my body, I don't remember things
that happen, days blur together. I'm trying to study nursing so I have
something in the future, but studying is so impossible at the moment,
especially when I can't even get out of bed or shower so I'm barely
scraping by, and only getting attendance through being online in bed. I
have a partner who I live with and he's wonderful, we both struggle with
mental health but it displays very differently for us, so somehow it
sort of gets us functioning in a weird way when we work together if that
makes sense. I try really hard for him, to get better and not show how
much I'm struggling because I know it really impacts his wellbeing when
I'm in my lows. I love him and don't want him to be sad which is why I
haven't done anything yet. I want to try and build a future with him,
and be healthy with him, but everything I try doesn't seem to work. I've
been to many therapists, none of which has actually helped me. I've
tried medication which has actually done more harm than good for me,
I've done every single mindfulness, meditation, art, music therapy,
hobbies which I can't seem to find interest in anything. I've even
dabbled into spirituality because I was so desperate for something, but
I just can't believe in it. I feel so bad, and want him to be okay, but
I'm worried I won't be able to stop myself from negative thougths; if I
continue like this for much longer. sorry if this was a complete
nightmare to read, my thoughts are running everywhere and I just needed
to get that out somewhere.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Hey just felt like I needed to get this out there somewhere. For the
past 8 years I’ve been suffering with anxiety and depression and the
only thing I can think about is killing myself. I know that my mental
illness is not my fault as it runs in my family but this does not make
me feel any better. I have tried so hard to rid myself of these feeling
yet no matter how hard I try nothing works. I’ve been to counselling
which didn’t help, I’ve change jobs, tried making new friends, doing
exercise pretty much any sort of help that is recommended yet nothing
seems to change. I am so tired and have lost any and all hope that I
will get better. I’ve isolated myself from my family and friends as I am
tired of putting up a front and do not enjoy doing anything anymore. I
am so lost and feel as if I am out of options. The only choices I see
left are to either keep living feeling like this or to end my life. I
know that my family care about me and would be upset if I ended my life
but this does not make me feel any better, if anything it makes me feel
worse knowing that I have to suffer for the sake of other people’s
wellbeing.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Safety planning involves creating a structured plan – ideally with
support from your health professional or someone you trust – that you
work through when you’re experiencing suicidal thoughts, feelings,
distress or crisis. Your safety plan starts with things you can do by
yourself, such as thinking about your reasons to live and distracting
yourself with enjoyable activities. It then moves on to coping
strategies and people you can contact for support – your friends, family
and health professionals. The safety planning model was developed in the
US by suicide prevention experts Barbara Stanley and Gregory Brown. It
has been used extensively by US veterans’ health organisations, hospital
emergency departments and high schools, and there is strong evidence
that it works. Many health professionals in Australia also use some form
of safety planning to support clients experiencing suicidal thoughts or
feelings, or after a suicide attempt. beyondblue has an app you can use
to create a safety plan, called BeyondNow. The BeyondNow app takes the
principles of safety planning and makes it even easier to use – so
rather than carrying around a piece of paper, you’ve got it on your
phone at all times. It’s free to download from the Apple Store or Google
Play. If you don’t have a smartphone or would prefer to use your desktop
or laptop, BeyondNow is also available to use on our website. Do you
have a safety plan? Do you have questions around how you might create
one, or fill out some of the sections? This thread is for discussing
ideas around creating a safety plan, and sharing tips about what has
been most useful about this process for you. Below are two videos
featuring Peter and Nic, who have both used safety plans successfully.
Peter Nic
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Life gets pretty hard sometimes and many people in this online community
have had times where they have thought about hurting themselves or
ending their life. This can be a stressful and at times overwhelming
experience, and this section is here to help members who have had these
experiences. This is a place to share where you are at, seek ideas for
help and know that you are not alone. We are here to create a safe
environment for everyone. Please do not provide any details about any
plans/ideas that you may have had to hurt yourself, and importantly,
help us to understand if you are safe by letting us know in the post.
Making comments that let us know that you are having thoughts, but are
safe, helps us to know that your conversation can continue without
interruption, and that we do not need to put any further follow up for
you in place. This section will not be for everyone.It shows posts from
people who are distressed, offers public replies to these posts, and
encourages people to come back and share how they got past that
difficult point in time - what worked, what didn’t and how they now
approach these difficult thoughts. It is important to think about what
you want from the forums, what information you need and what threads
will be helpful to your situation, rather than reading everything that
is posted. For some people this section might be difficult to read – if
it is not helping how you feel, then please consider moving to another
section. This section, like the rest of our forums, is closely monitored
and all posts are reviewed by moderators before publication. Moderators
will also ensure that anyone needing follow up will be provided with
information about how to access further support. ​This section remains a
discussion forum focused on helping each other through the dark times,
it is not a crisis support service. Any posts that do not abide by the
community rules will not be published. Unlike other areas of the forum,
threads in this section will be closed after a period of one month of
inactivity. If you are in crisis or need immediate help, assistance is
not available via these forums. Please call Suicide Call Back 1300 659
467, Lifeline 13 11 14 or contact emergency services on 000.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    There is just so much pressure that I feel like just giving up but I
have a family
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Things are overwhelming me quickly I've started self harming but it's
not enough my agitation is increasing and I'm losing control on reality
I don't want to be here anymore I'm just going in circles with no way
off.Im not sleeping and am digging myself a hole that I can't get out
of. I was keeping my head above water but now I feel like I'm drowning I
have a feeling things are going to get worse. It's pointless trying to
talk to my psychologist and I've been through the so call mental health
system which was just a joke! Bit like me really. I've taken an extra
sleeping tablet tonight just to try and stop the constant bad thoughts
I'm safe if I can sleep.I think things are going to come to a head soon
and that scares me but also may give me the peace I'm after. Anyone
similar?
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Psychologists think DID Psychiatrists as well as my Pysch Team think
PTSD I think Paranoid Psychosis In the past I was diagnosed with Autism,
that's the only problem I had growing up, which is what everyone
thought. I was a quiet child according to my family, anxious though too.
Randomly in my life, something just went wrong. I feel guilty about my
past, like I was a bad person, and just now everyone is texting each
other to try and humiliate me and ruin my life. I haven't been going out
for months, I only go outside to drive around now, but its only about 30
minutes a day because the sky gets crushed and gets overwhelming
textures, also doesn't help when my ears start piercing with loud white
noise kinda like a vhs ambience with minds controlling beeping. What am
I? I need to leave this world‌, I don't care anymore about my life, I
don't want to make my parents sad but I really can't be here. Eating?
Forget it, the company making food is weirding me out and doing
something to it, I only cook now, but I still get suspicious when I see
little specks or rashes in my food. This life is so hard, I have a
headache right now and its really killing all vibes I had left. This is
so stupid, all of it.
                ",SUICIDAL THOUGHTS AND SELF HARM
"
                    Hi BBers, I think I may have schizophernia. It runs in the family and I
have not been able to get my act together for a few years now. Can
anyone recommend a GOOD physician? OMD.
                ",SUICIDAL THOUGHTS AND SELF HARM
